TreatState,Post,LowWage,mean,size
0,0,0,0.28129829984544047,1941
0,0,1,0.2409448818897638,635
0,1,0,0.3814814814814815,810
0,1,1,0.2222222222222222,252
1,0,0,0.2823529411764706,1275
1,0,1,0.21994884910485935,391
1,1,0,0.3777292576419214,458
1,1,1,0.2857142857142857,175
