TreatState,Post,LowWage,mean,size
0,0,0,0.23469119579500658,3805
0,0,1,0.2161214953271028,1712
0,1,0,0.28025034770514606,1438
0,1,1,0.2204861111111111,576
1,0,0,0.26849512811259474,2771
1,0,1,0.2695570216776626,1061
1,1,0,0.3643410852713178,903
1,1,1,0.2542372881355932,354
