TreatState,Post,LowWage,mean,size
0,0,0,0.20729995320542818,4274
0,0,1,0.20706006322444678,1898
0,1,0,0.2572877059569075,1578
0,1,1,0.20743034055727555,646
1,0,0,0.2510860121633362,2302
1,0,1,0.24914285714285714,875
1,1,0,0.3473132372214941,763
1,1,1,0.2535211267605634,284
